Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.87     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long)
  0.00      2.87     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00      2.87     0.00        1     0.00     0.00  std::uniform_int_distribution<int>::param_type::param_type(int, int)
  0.00      2.87     0.00        1     0.00     0.00  std::uniform_int_distribution<int>::uniform_int_distribution(int, int)
  0.00      2.87     0.00        1     0.00     0.00  int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long)
  0.00      2.87     0.00        1     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1l> > >::value, std::chrono::duration<double, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1l> >::duration<double, void>(double const&)
  0.00      2.87     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      2.87     0.00        1     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<RouteRequest, std::allocator<RouteRequest> >::_S_max_size(std::allocator<RouteRequest> const&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<RouteRequest, std::allocator<RouteRequest> >::_S_relocate(RouteRequest*, RouteRequest*, RouteRequest*, std::allocator<RouteRequest>&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<RouteRequest, std::allocator<RouteRequest> >::reserve(unsigned long)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<RouteRequest, std::allocator<RouteRequest> >::~vector()
  0.00      2.87     0.00        1     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_fill_initialize(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
  0.00      2.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::end()
  0.00      2.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::begin()
  0.00      2.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&)
  0.00      2.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
  0.00      2.87     0.00        1     0.00     0.00  void std::_Construct<int>(int*)
  0.00      2.87     0.00        1     0.00     0.00  int* std::__addressof<int>(int&)
  0.00      2.87     0.00        1     0.00     0.00  RouteRequest* std::__relocate_a<RouteRequest*, RouteRequest*, std::allocator<RouteRequest> >(RouteRequest*, RouteRequest*, RouteRequest*, std::allocator<RouteRequest>&)
  0.00      2.87     0.00        1     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<RouteRequest, void>::value, RouteRequest*>::type std::__relocate_a_1<RouteRequest, RouteRequest>(RouteRequest*, RouteRequest*, RouteRequest*, std::allocator<RouteRequest>&)
  0.00      2.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__do_uninit_fill_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::uninitialized_fill_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.87     0.00        1     0.00     0.00  int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00      2.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_fill_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  0.00      2.87     0.00        1     0.00     0.00  int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&)
  0.00      2.87     0.00        1     0.00     0.00  int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long)
  0.00      2.87     0.00        1     0.00     0.00  int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&)
  0.00      2.87     0.00        1     0.00     0.00  void std::_Destroy<RouteRequest*>(RouteRequest*, RouteRequest*)
  0.00      2.87     0.00        1     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.35% of 2.87 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.01    2.86                 main [1]
                0.62    1.36       1/1           compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [2]
                0.00    0.87       1/1           run_all_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<RouteRequest, std::allocator<RouteRequest> > const&, std::vector<int, std::allocator<int> >&) [3]
                0.01    0.00       1/1           summarize_heatmap(std::vector<int, std::allocator<int> > const&, int, int) [28]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [36]
                0.00    0.00       1/1           generate_grid[abi:cxx11](int, int) [44]
                0.00    0.00       1/1           generate_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int) [46]
                0.00    0.00       1/1           print_summary(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RunSummary const&, HeatmapSummary const&, CongestionSummary const&, int, double) [83]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [87]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::~vector() [101]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::~vector() [110]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [276]
                0.00    0.00       1/1           std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [273]
                0.00    0.00       1/2           std::chrono::duration<double, std::ratio<1l, 1l> >::count() const [237]
-----------------------------------------------
                0.62    1.36       1/1           main [1]
[2]     68.9    0.62    1.36       1         compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [2]
                0.55    0.15 272646144/272646144     next_pressure_value(int, int, int, int, int, int, int, int, int) [5]
                0.66    0.00 1908590608/1941504792     std::vector<int, std::allocator<int> >::operator[](unsigned long) [6]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [33]
                0.00    0.00    4096/4096        std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [81]
                0.00    0.00       3/4           std::vector<int, std::allocator<int> >::~vector() [101]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [108]
                0.00    0.00   67602/67604       std::vector<int, std::allocator<int> >::size() const [137]
                0.00    0.00   67601/67601       bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [138]
                0.00    0.00   67600/135200      std::vector<int, std::allocator<int> >::operator[](unsigned long) const [133]
                0.00    0.00   67600/67600       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [141]
                0.00    0.00   67600/67600       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [139]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::begin() [283]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::end() [282]
-----------------------------------------------
                0.00    0.87       1/1           main [1]
[3]     30.4    0.00    0.87       1         run_all_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<RouteRequest, std::allocator<RouteRequest> > const&, std::vector<int, std::allocator<int> >&) [3]
                0.20    0.64    1200/1200        shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [4]
                0.00    0.02    1200/1200        format_route_label[abi:cxx11](RouteRequest const&, int) [23]
                0.01    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::operator[](unsigned long) const [29]
                0.00    0.00    1200/1200        checksum_label(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [66]
                0.00    0.00    1200/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [61]
                0.00    0.00       1/2           std::vector<RouteRequest, std::allocator<RouteRequest> >::size() const [238]
-----------------------------------------------
                0.20    0.64    1200/1200        run_all_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<RouteRequest, std::allocator<RouteRequest> > const&, std::vector<int, std::allocator<int> >&) [3]
[4]     29.3    0.20    0.64    1200         shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [4]
                0.24    0.00    1200/1200        std::vector<Point, std::allocator<Point> >::~vector() [7]
                0.00    0.15    1200/1200        std::vector<Point, std::allocator<Point> >::vector(unsigned long, std::allocator<Point> const&) [8]
                0.00    0.09    1200/1200        void std::fill<int*, int>(int*, int*, int const&) [20]
                0.05    0.02 130796956/130801308     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator[](unsigned long) const [21]
                0.04    0.00 130798156/130804910     std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) const [22]
                0.02    0.00 65614600/65614600     std::vector<Point, std::allocator<Point> >::operator[](unsigned long) [26]
                0.01    0.00 32914184/1941504792     std::vector<int, std::allocator<int> >::operator[](unsigned long) [6]
                0.00    0.00    1200/3602        std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const [169]
                0.00    0.00    1200/43462       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [148]
-----------------------------------------------
                0.55    0.15 272646144/272646144     compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [2]
[5]     24.2    0.55    0.15 272646144         next_pressure_value(int, int, int, int, int, int, int, int, int) [5]
                0.15    0.00 272646144/272646144     int const& std::min<int>(int const&, int const&) [13]
-----------------------------------------------
                0.01    0.00 32914184/1941504792     shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [4]
                0.66    0.00 1908590608/1941504792     compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [2]
[6]     23.5    0.68    0.00 1941504792         std::vector<int, std::allocator<int> >::operator[](unsigned long) [6]
-----------------------------------------------
                0.24    0.00    1200/1200        shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [4]
[7]      8.5    0.24    0.00    1200         std::vector<Point, std::allocator<Point> >::~vector() [7]
                0.00    0.00    1200/1200        void std::_Destroy<Point*>(Point*, Point*) [99]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::~_Vector_base() [96]
                0.00    0.00    1200/2400        std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() [176]
-----------------------------------------------
                0.00    0.15    1200/1200        shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [4]
[8]      5.2    0.00    0.15    1200         std::vector<Point, std::allocator<Point> >::vector(unsigned long, std::allocator<Point> const&) [8]
                0.00    0.15    1200/1200        std::vector<Point, std::allocator<Point> >::_M_default_initialize(unsigned long) [10]
                0.00    0.00    1200/1200        std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [95]
                0.00    0.00    1200/1200        std::vector<Point, std::allocator<Point> >::_S_check_init_len(unsigned long, std::allocator<Point> const&) [196]
-----------------------------------------------
                0.00    0.15    1200/1200        Point* std::__uninitialized_default_n<Point*, unsigned long>(Point*, unsigned long) [11]
[9]      5.2    0.00    0.15    1200         Point* std::__uninitialized_default_n_1<true>::__uninit_default_n<Point*, unsigned long>(Point*, unsigned long) [9]
                0.00    0.15    1200/1200        Point* std::fill_n<Point*, unsigned long, Point>(Point*, unsigned long, Point const&) [15]
                0.00    0.00    1200/1200        void std::_Construct<Point>(Point*) [98]
                0.00    0.00    1200/1200        Point* std::__addressof<Point>(Point&) [197]
-----------------------------------------------
                0.00    0.15    1200/1200        std::vector<Point, std::allocator<Point> >::vector(unsigned long, std::allocator<Point> const&) [8]
[10]     5.2    0.00    0.15    1200         std::vector<Point, std::allocator<Point> >::_M_default_initialize(unsigned long) [10]
                0.00    0.15    1200/1200        Point* std::__uninitialized_default_n_a<Point*, unsigned long, Point>(Point*, unsigned long, std::allocator<Point>&) [12]
                0.00    0.00    1200/2400        std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() [176]
-----------------------------------------------
                0.00    0.15    1200/1200        Point* std::__uninitialized_default_n_a<Point*, unsigned long, Point>(Point*, unsigned long, std::allocator<Point>&) [12]
[11]     5.2    0.00    0.15    1200         Point* std::__uninitialized_default_n<Point*, unsigned long>(Point*, unsigned long) [11]
                0.00    0.15    1200/1200        Point* std::__uninitialized_default_n_1<true>::__uninit_default_n<Point*, unsigned long>(Point*, unsigned long) [9]
                0.00    0.00    1200/8407        std::is_constant_evaluated() [158]
-----------------------------------------------
                0.00    0.15    1200/1200        std::vector<Point, std::allocator<Point> >::_M_default_initialize(unsigned long) [10]
[12]     5.2    0.00    0.15    1200         Point* std::__uninitialized_default_n_a<Point*, unsigned long, Point>(Point*, unsigned long, std::allocator<Point>&) [12]
                0.00    0.15    1200/1200        Point* std::__uninitialized_default_n<Point*, unsigned long>(Point*, unsigned long) [11]
-----------------------------------------------
                0.15    0.00 272646144/272646144     next_pressure_value(int, int, int, int, int, int, int, int, int) [5]
[13]     5.2    0.15    0.00 272646144         int const& std::min<int>(int const&, int const&) [13]
-----------------------------------------------
                0.00    0.15    1200/1200        Point* std::fill_n<Point*, unsigned long, Point>(Point*, unsigned long, Point const&) [15]
[14]     5.2    0.00    0.15    1200         Point* std::__fill_n_a<Point*, unsigned long, Point>(Point*, unsigned long, Point const&, std::random_access_iterator_tag) [14]
                0.00    0.15    1200/1200        void std::__fill_a<Point*, Point>(Point*, Point*, Point const&) [16]
-----------------------------------------------
                0.00    0.15    1200/1200        Point* std::__uninitialized_default_n_1<true>::__uninit_default_n<Point*, unsigned long>(Point*, unsigned long) [9]
[15]     5.2    0.00    0.15    1200         Point* std::fill_n<Point*, unsigned long, Point>(Point*, unsigned long, Point const&) [15]
                0.00    0.15    1200/1200        Point* std::__fill_n_a<Point*, unsigned long, Point>(Point*, unsigned long, Point const&, std::random_access_iterator_tag) [14]
                0.00    0.00    1200/1202        std::__size_to_integer(unsigned long) [182]
-----------------------------------------------
                0.00    0.15    1200/1200        Point* std::__fill_n_a<Point*, unsigned long, Point>(Point*, unsigned long, Point const&, std::random_access_iterator_tag) [14]
[16]     5.2    0.00    0.15    1200         void std::__fill_a<Point*, Point>(Point*, Point*, Point const&) [16]
                0.15    0.00    1200/1200        __gnu_cxx::__enable_if<!std::__is_scalar<Point>::__value, void>::__type std::__fill_a1<Point*, Point>(Point*, Point*, Point const&) [17]
-----------------------------------------------
                0.15    0.00    1200/1200        void std::__fill_a<Point*, Point>(Point*, Point*, Point const&) [16]
[17]     5.2    0.15    0.00    1200         __gnu_cxx::__enable_if<!std::__is_scalar<Point>::__value, void>::__type std::__fill_a1<Point*, Point>(Point*, Point*, Point const&) [17]
-----------------------------------------------
                0.00    0.00       2/1202        int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [31]
                0.00    0.09    1200/1202        void std::fill<int*, int>(int*, int*, int const&) [20]
[18]     3.1    0.00    0.09    1202         void std::__fill_a<int*, int>(int*, int*, int const&) [18]
                0.09    0.00    1202/1202        __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [19]
-----------------------------------------------
                0.09    0.00    1202/1202        void std::__fill_a<int*, int>(int*, int*, int const&) [18]
[19]     3.1    0.09    0.00    1202         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [19]
-----------------------------------------------
                0.00    0.09    1200/1200        shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [4]
[20]     3.1    0.00    0.09    1200         void std::fill<int*, int>(int*, int*, int const&) [20]
                0.00    0.09    1200/1202        void std::__fill_a<int*, int>(int*, int*, int const&) [18]
-----------------------------------------------
                0.00    0.00    4352/130801308     is_open(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int, int) [50]
                0.05    0.02 130796956/130801308     shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [4]
[21]     2.8    0.06    0.02 130801308         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator[](unsigned long) const [21]
                0.02    0.00 130801308/130942992     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [27]
                0.00    0.00 130801308/130930728     std::__is_constant_evaluated() [30]
-----------------------------------------------
                0.00    0.00       1/130804910     generate_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int) [46]
                0.00    0.00       1/130804910     print_summary(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RunSummary const&, HeatmapSummary const&, CongestionSummary const&, int, double) [83]
                0.00    0.00    2400/130804910     next_open_cell(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int&) [47]
                0.00    0.00    4352/130804910     is_open(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int, int) [50]
                0.04    0.00 130798156/130804910     shortest_path_bfs(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, RouteRequest const&, std::vector<int, std::allocator<int> >&) [4]
[22]     1.6    0.04    0.00 130804910         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) const [22]
-----------------------------------------------
                0.00    0.02    1200/1200        run_all_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<RouteRequest, std::allocator<RouteRequest> > const&, std::vector<int, std::allocator<int> >&) [3]
[23]     0.7    0.00    0.02    1200         format_route_label[abi:cxx11](RouteRequest const&, int) [23]
                0.00    0.02    1200/1200        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [24]
                0.00    0.00    6000/6000        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [49]
                0.00    0.00    6000/6000        std::__cxx11::to_string(int) [53]
                0.00    0.00    4800/4800        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(char const*) [56]
                0.00    0.00    6000/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [61]
-----------------------------------------------
